//单个字（不包含一对多，多对一的）， 不要在第一行增加内容，留给注释用
权	權
劝	勸
却	卻
鹊	鵲
确	確
让	讓
饶	饒
扰	擾
绕	繞
热	熱
韧	韌
认	認
纫	紉
荣	榮
绒	絨
软	軟
锐	銳
闰	閏
润	潤
洒	灑
萨	薩
鳃	鰓
赛	賽
叁	三
伞	傘
丧	喪
骚	騷
扫	掃
涩	澀
杀	殺
纱	紗
筛	篩
晒	曬
删	刪
闪	閃
陕	陝
赡	贍
缮	繕
伤	傷
赏	賞
烧	燒
绍	紹
赊	賒
摄	攝
慑	懾
设	設
绅	紳
审	審
婶	嬸
肾	腎
渗	滲
声	聲
绳	繩
胜	勝
圣	聖
师	師
狮	獅
湿	濕
诗	詩
尸	屍
时	時
蚀	蝕
实	實
识	識
驶	駛
势	勢
适	適
释	釋
饰	飾
视	視
试	試
寿	壽
兽	獸
枢	樞
输	輸
书	書
赎	贖
属	屬
术	術
树	樹
竖	豎
数	數
帅	帥
双	雙
谁	誰
税	稅
顺	順
说	說
硕	碩
烁	爍
丝	絲
饲	飼
耸	聳
怂	慫
颂	頌
讼	訟
诵	誦
擞	擻
苏	蘇
诉	訴
肃	肅
虽	雖
随	隨
绥	綏
岁	歲
孙	孫
损	損
笋	筍
缩	縮
琐	瑣
锁	鎖
獭	獺
挞	撻
抬	擡
态	態
摊	攤
贪	貪
瘫	癱
滩	灘
坛	壇
谭	譚
谈	談
叹	歎
汤	湯
烫	燙
涛	濤
绦	縧
讨	討
腾	騰
誊	謄
锑	銻
题	題
体	體
屉	屜
条	條
贴	貼
铁	鐵
厅	廳
听	聽
烃	烴
铜	銅
统	統
头	頭
秃	禿
图	圖
涂	塗
团	團
颓	頹
蜕	蛻
脱	脫
鸵	鴕
驮	馱
驼	駝
椭	橢
洼	窪
袜	襪
弯	彎
湾	灣
顽	頑
万	萬
网	網
韦	韋
违	違
围	圍
为	為
潍	濰
维	維
苇	葦
伟	偉
伪	僞
纬	緯
喂	餵
谓	謂
卫	衛
温	溫
闻	聞
纹	紋
稳	穩
问	問
瓮	甕
挝	撾
蜗	蝸
涡	渦
窝	窩
卧	臥
呜	嗚
钨	鎢
乌	烏
污	汙
诬	誣
无	無
芜	蕪
吴	吳
坞	塢
雾	霧
务	務
误	誤
锡	錫
牺	犧
袭	襲
习	習
铣	銑
戏	戲
细	細
虾	蝦
辖	轄
峡	峽
侠	俠
狭	狹
厦	廈
吓	嚇
锨	鍁
鲜	鮮
纤	纖
咸	鹹
贤	賢
衔	銜
闲	閑
显	顯
险	險
现	現
献	獻
县	縣
馅	餡
羡	羨
宪	憲
线	線
厢	廂
镶	鑲
乡	鄉
详	詳
响	響
项	項
萧	蕭
嚣	囂
销	銷
晓	曉
啸	嘯
蝎	蠍
协	協
挟	挾
携	攜
胁	脅
谐	諧
写	寫
泻	瀉
谢	謝
锌	鋅
衅	釁
兴	興
汹	洶
锈	鏽
绣	繡
虚	虛
嘘	噓
须	須
许	許
叙	敘
绪	緒
续	續
轩	軒
悬	懸
选	選
癣	癬
绚	絢
学	學
勋	勳
询	詢
寻	尋
驯	馴
训	訓
讯	訊
逊	遜
压	壓
鸦	鴉
鸭	鴨
哑	啞
亚	亞
讶	訝
阉	閹
烟	煙
盐	鹽
严	嚴
颜	顔
阎	閻
艳	豔
厌	厭
砚	硯
彦	彥
谚	諺
验	驗
鸯	鴦
杨	楊
扬	揚
疡	瘍
阳	陽
痒	癢
养	養
样	樣
瑶	瑤
摇	搖
尧	堯
遥	遙
窑	窯
谣	謠
药	藥
爷	爺
页	頁
业	業
叶	葉
医	醫
铱	銥
颐	頤
遗	遺
仪	儀
彝	彜
蚁	蟻
艺	藝
亿	億
忆	憶
义	義
诣	詣
议	議
谊	誼
译	譯
异	異
绎	繹
荫	蔭
阴	陰
银	銀
饮	飲
隐	隱
樱	櫻
婴	嬰
鹰	鷹
应	應
缨	纓
莹	瑩
萤	螢
营	營
荧	熒
蝇	蠅
赢	贏
颖	穎
哟	喲
拥	擁
佣	傭
痈	癰
踊	踴
咏	詠
涌	湧
优	優
忧	憂
邮	郵
铀	鈾
犹	猶
游	遊
诱	誘
舆	輿
鱼	魚
渔	漁
娱	娛
与	與
屿	嶼
语	語
吁	籲
御	禦
狱	獄
誉	譽
预	預
驭	馭
鸳	鴛
渊	淵
辕	轅
园	園
员	員
圆	圓
缘	緣
远	遠
愿	願
约	約
跃	躍
钥	鑰
岳	嶽
粤	粵
悦	悅
阅	閱
云	雲
郧	鄖
匀	勻
陨	隕
运	運
蕴	蘊
酝	醞
晕	暈
韵	韻
杂	雜
灾	災
载	載
攒	攢
暂	暫
赞	贊
赃	贓
脏	髒
凿	鑿
枣	棗
灶	竈
责	責
择	擇
则	則
泽	澤
贼	賊
赠	贈
扎	紮
札	劄
轧	軋
铡	鍘
闸	閘
栅	柵
诈	詐
斋	齋
债	債
毡	氈
盏	盞
斩	斬
辗	輾
崭	嶄
栈	棧
战	戰
绽	綻
张	張
涨	漲
帐	帳
账	賬
胀	脹
赵	趙
蛰	蟄
辙	轍
锗	鍺
这	這
贞	貞
针	針
侦	偵
诊	診
镇	鎮
阵	陣
挣	掙
睁	睜
狰	猙
争	爭
帧	幀
郑	鄭
证	證
织	織
职	職
执	執
纸	紙
挚	摯
掷	擲
帜	幟
质	質
滞	滯
钟	鍾
终	終
种	種
肿	腫
众	衆
诌	謅
轴	軸
皱	皺
昼	晝
骤	驟
猪	豬
诸	諸
诛	誅
烛	燭
瞩	矚
嘱	囑
贮	貯
铸	鑄
筑	築
驻	駐
专	專
砖	磚
转	轉
赚	賺
桩	樁
庄	莊
装	裝
妆	妝
壮	壯
状	狀
锥	錐
赘	贅
坠	墜
缀	綴
谆	諄
着	著
浊	濁
兹	茲
资	資
渍	漬
踪	蹤
综	綜
总	總
纵	縱
邹	鄒
诅	詛
组	組
钻	鑽
